Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Population growth (annual %),SP.POP.GROW,Sierra Leone,SLE,2.701472756,3.630497861,4.356605159,4.629680809,4.380948111,3.820687703,3.200538522,2.714402446,2.37522009,2.242996189,2.252551979,2.274655942,2.249914334,2.230392163,2.206884922,2.181626694
Population growth (annual %),SP.POP.GROW,Singapore,SGP,1.732042233,2.697355843,0.912639806,-1.474532842,1.251916673,2.350511289,3.129389156,4.166002864,5.321517083,3.015949915,1.771832879,2.084902456,2.45339033,1.619308099,1.298440178,1.186376937
Population growth (annual %),SP.POP.GROW,Sint Maarten (Dutch part),SXM,-1.834377687,0.265056848,0.576764882,2.233060387,3.177252874,1.597004887,1.294185282,1.100350126,0.451494681,0.803499822,-0.532990983,-1.840297302,3.540582819,5.523039526,2.902265834,2.980223174
Population growth (annual %),SP.POP.GROW,Slovak Republic,SVK,-0.135376488,-0.183012271,-0.036352551,-0.065821507,-0.02036172,0.009809134,0.004597119,0.029178401,0.0857553,0.133257321,0.093191273,0.128936463,0.170183855,0.107458009,0.097045422,0.095033879
Population growth (annual %),SP.POP.GROW,Slovenia,SVN,0.29607496,0.157498742,0.123915442,0.060296779,0.064066202,0.173208905,0.319114537,0.559207816,0.158140844,0.903875535,0.436079485,0.207732702,0.210024306,0.135726229,0.098351922,0.075190689
Population growth (annual %),SP.POP.GROW,Solomon Islands,SLB,2.720230214,2.697736168,2.67372707,2.625798347,2.544872285,2.451286334,2.347120772,2.271755407,2.255864668,2.321267536,2.431469624,2.554885538,2.650154869,2.70923321,2.718366576,2.695347241
Population growth (annual %),SP.POP.GROW,Somalia,SOM,3.657651516,3.483062821,3.367354455,3.252075163,3.157150271,3.077643583,2.989666515,2.895419473,2.821405647,2.773317812,2.745705976,2.722661885,2.703899313,2.701534265,2.717471318,2.74531815
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,1.409028824,1.33329297,1.263918219,1.22383854,1.217777186,1.23775315,1.263600129,1.291494336,1.334129265,1.391533479,1.455280038,1.525314084,1.583107137,1.605751699,1.583168287,1.528926307
Population growth (annual %),SP.POP.GROW,South Sudan,SSD,4.377290907,3.928635637,3.661076537,3.632985851,3.925508889,4.37488994,4.81172748,5.02780406,4.948207021,4.53476108,3.926432203,3.333810644,2.837576117,2.358727149,1.911562502,1.511743983
Population growth (annual %),SP.POP.GROW,Spain,ESP,0.447137015,0.694068084,1.412595405,1.808454468,1.725466303,1.689349047,1.690352556,1.851081308,1.595330499,0.885735981,0.460408305,0.355338396,0.064925963,-0.32766904,-0.298951059,-0.077588862
Population growth (annual %),SP.POP.GROW,Sri Lanka,LKA,0.610655198,0.711764113,0.793974563,0.8439313,0.84492071,0.810825506,0.769526256,0.738897291,0.7128032,0.695753117,0.684554667,0.673547206,0.12899381,0.780301448,0.933207943,0.919811027
Population growth (annual %),SP.POP.GROW,St. Kitts and Nevis,KNA,1.04918397,1.184139782,1.261101335,1.27819056,1.255582912,1.144022522,1.023406953,0.923080243,0.84824868,0.855518526,0.854382086,0.875461346,0.885905889,0.886074168,0.876322308,0.841371154
Population growth (annual %),SP.POP.GROW,St. Lucia,LCA,1.112534091,0.920910391,0.763927373,0.71142641,0.797904626,0.984532893,1.194668677,1.356095492,1.405028296,1.291539494,1.07651499,0.834603805,0.625800617,0.489611577,0.440124485,0.464437831
Population growth (annual %),SP.POP.GROW,St. Martin (French part),MAF,2.871312571,3.123340228,3.479441884,3.631102659,3.473731751,3.15000686,2.846849807,2.522060429,2.048769313,1.325057765,0.546967038,-0.362531719,-1.173876887,-1.513736671,-1.208824125,-0.436882417
Population growth (annual %),SP.POP.GROW,St. Vincent and the Grenadines,VCT,0.024125229,0.103857576,0.186117196,0.211622688,0.171556688,0.093954669,-0.010128121,-0.078297359,-0.115254656,-0.097840141,-0.029555468,0.056332567,0.109803426,0.172305013,0.219787382,0.263292035
Population growth (annual %),SP.POP.GROW,Sudan,SDN,2.406337007,2.52001091,2.589239898,2.598743824,2.526075288,2.404558001,2.275427246,2.183064903,2.140712731,2.163163278,2.228215581,2.302617,2.359799549,2.398943982,2.412115688,2.407212277
Population growth (annual %),SP.POP.GROW,Suriname,SUR,1.188478789,1.188369369,1.179804552,1.176499923,1.168896208,1.165001501,1.160689372,1.158131779,1.155702231,1.15129214,1.144235961,1.136523212,1.127077102,1.110861225,1.087089694,1.05537038
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,1.132971,0.809694554,0.536242324,0.366626738,0.340054049,0.417431988,0.533516276,0.631152444,0.697031443,0.713864393,0.694531003,0.673417714,0.674565152,0.697191862,0.750005807,0.820626097
Population growth (annual %),SP.POP.GROW,Sweden,SWE,0.160575485,0.268470528,0.325438068,0.372092943,0.393298991,0.399942763,0.562483906,0.741552515,0.779033291,0.851904413,0.852524629,0.755150134,0.739763272,0.847348652,0.992219729,1.057454686
Population growth (annual %),SP.POP.GROW,Switzerland,CHE,0.561954617,0.632771238,0.756469146,0.741919603,0.68742596,0.64060154,0.627558473,0.893690978,1.270618074,1.249484631,1.041558058,1.111878943,1.061819329,1.149879758,1.220103973,1.138337152
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,2.44801766,2.144390666,1.879285974,1.916484603,2.341624702,2.947799641,3.731453234,4.207340264,3.876852433,2.588327688,0.736023435,-1.31729901,-3.084734319,-4.289117543,-4.536564951,-3.913350021
Population growth (annual %),SP.POP.GROW,Tajikistan,TJK,1.567476716,1.630242567,1.700327656,1.768650961,1.83044471,1.887280763,1.943860713,2.003390646,2.063579235,2.124626984,2.184338722,2.234800036,2.277533217,2.321266395,2.367163928,2.408647884
Population growth (annual %),SP.POP.GROW,Tanzania,TZA,2.468918042,2.612435612,2.722265737,2.799005202,2.82715423,2.823744969,2.816486992,2.823944134,2.841470416,2.872967915,2.91186387,2.94803624,2.97488817,2.993448581,3.002104081,3.00254051
Population growth (annual %),SP.POP.GROW,Thailand,THA,1.04442413,0.927424589,0.83050102,0.747605587,0.687690282,0.645482185,0.604057085,0.55991981,0.525822896,0.503540016,0.489609257,0.480063003,0.469250687,0.453807163,0.430842722,0.402150718
Population growth (annual %),SP.POP.GROW,Timor-Leste,TLS,1.277967574,1.887173918,2.355490863,2.611547913,2.583258506,2.363269025,2.117532827,1.944699501,1.820376366,1.769866286,1.775671712,1.779013816,1.76689539,1.77593765,1.807556089,1.853650827
Population growth (annual %),SP.POP.GROW,Togo,TGO,2.966857997,2.767082098,2.621383408,2.538361743,2.539900508,2.597288842,2.659433782,2.69597392,2.716994889,2.714801699,2.696455516,2.677515307,2.660849964,2.635744685,2.601149524,2.560945092
Population growth (annual %),SP.POP.GROW,Tonga,TON,0.502418493,0.523262927,0.54174879,0.570966906,0.629609651,0.683166691,0.790681822,0.856643204,0.774911627,0.493080041,0.092362761,-0.408580752,-0.799814248,-0.947661184,-0.729800671,-0.244786034
Population growth (annual %),SP.POP.GROW,Trinidad and Tobago,TTO,0.254436375,0.352846314,0.437924544,0.495632801,0.510087434,0.493230594,0.466245795,0.451166827,0.456900692,0.492303222,0.544870372,0.602856207,0.644464454,0.658363989,0.636369332,0.584484971
Population growth (annual %),SP.POP.GROW,Tunisia,TUN,0.980882557,0.877370925,0.786654393,0.747117198,0.771255024,0.839527992,0.930113754,1.009589214,1.059000757,1.062668312,1.035407586,0.997672882,0.973860812,0.972018923,1.001545789,1.049753044
Population growth (annual %),SP.POP.GROW,Turkey,TUR,1.518097003,1.494229784,1.473881037,1.438721295,1.384733924,1.323138268,1.248866309,1.192794254,1.195376089,1.2738919,1.40009289,1.532400817,1.632957935,1.694202585,1.701972386,1.666051682
Population growth (annual %),SP.POP.GROW,Turkmenistan,TKM,1.113271534,1.056152094,1.001132397,0.98725697,1.018435274,1.083638122,1.159749971,1.240314446,1.338519183,1.451936718,1.570268795,1.693237552,1.796928924,1.852083285,1.8454459,1.79414627
Population growth (annual %),SP.POP.GROW,Turks and Caicos Islands,TCA,5.604464291,6.754369657,7.408810585,7.378508945,6.534783731,5.394894106,4.207599856,3.326056056,2.653312974,2.318907759,2.247981462,2.171595248,2.043277942,1.933284045,1.820307038,1.715529108
Population growth (annual %),SP.POP.GROW,Tuvalu,TUV,0.512274333,0.95349806,1.174017677,1.3456367,1.459581921,1.31865618,1.192857087,0.993076349,0.905776828,1.060864419,1.011748632,0.973404652,0.991960221,1.092805837,1.053653983,1.150844109
Population growth (annual %),SP.POP.GROW,Uganda,UGA,2.994744575,3.076051127,3.141292536,3.180443386,3.184797799,3.167952398,3.15330824,3.151819494,3.155897382,3.167519504,3.186619069,3.182881931,3.181665327,3.234464508,3.352319631,3.496089167
Population growth (annual %),SP.POP.GROW,Ukraine,UKR,-1.006596332,-1.005494764,-0.993677409,-0.811436362,-0.758627911,-0.732790732,-0.676092035,-0.596804887,-0.541462211,-0.443932417,-0.397285236,-0.359480081,-0.24709923,-0.22770475,-0.479615926,-0.260805738
Population growth (annual %),SP.POP.GROW,United Arab Emirates,ARE,5.510421986,5.241614185,5.193472662,6.487170055,9.173909057,12.02016527,14.42464112,15.17708393,13.91024929,11.04463501,7.687054686,4.536347626,2.154163159,0.614129704,0.176677484,0.52741154
Population growth (annual %),SP.POP.GROW,United Kingdom,GBR,0.357300887,0.38497597,0.42333708,0.465641114,0.568943113,0.686611306,0.735048678,0.778666112,0.787032622,0.75639086,0.783888647,0.781677289,0.695315843,0.669533807,0.753349499,0.794967909
Population growth (annual %),SP.POP.GROW,United States,USA,1.112768997,0.989741382,0.927797486,0.859481713,0.925483969,0.921713167,0.964253917,0.951055243,0.945865287,0.876651299,0.829274641,0.726014424,0.733617007,0.693255125,0.734092817,0.737335445
Population growth (annual %),SP.POP.GROW,Uruguay,URY,0.353785697,0.172665794,0.017048753,-0.071341481,-0.06597299,0.009844536,0.108256053,0.1907123,0.253958113,0.282665228,0.286155214,0.287119697,0.297573927,0.309230785,0.323864956,0.339819684
Population growth (annual %),SP.POP.GROW,Uzbekistan,UZB,1.383746821,1.265968533,1.223831519,1.163675244,1.153769215,1.163350224,1.220216354,1.423474897,1.605327363,1.687340969,2.822849683,2.684015505,1.472099988,1.561904333,1.686900359,1.744258375
Population growth (annual %),SP.POP.GROW,Vanuatu,VUT,2.024441334,2.270061214,2.454062847,2.565307047,2.564357581,2.494027564,2.402086923,2.35211677,2.355931881,2.436866519,2.557282765,2.690696588,2.782246791,2.819993478,2.786992876,2.707363995
Population growth (annual %),SP.POP.GROW,"Venezuela, RB",VEN,1.888574407,1.859333084,1.825033447,1.781677529,1.726465317,1.662677907,1.568073774,1.469276459,1.414738074,1.419817009,1.448313355,1.564456214,1.627755571,1.424031969,0.874378499,0.1220584
Population growth (annual %),SP.POP.GROW,Vietnam,VNM,1.100434447,1.035890897,0.976003679,0.936612605,0.920597204,0.922547993,0.931889277,0.943390357,0.959820468,0.97942427,1.000121995,1.022304796,1.042047722,1.053406156,1.053479554,1.043962275
Population growth (annual %),SP.POP.GROW,Virgin Islands (U.S.),VIR,0.039587371,-0.085638913,-0.035934931,-0.003686364,-0.035949174,-0.01198593,-0.076559441,-0.029532555,0.055366388,0.005534953,-0.043365335,-0.060927766,-0.093309874,-0.135963209,-0.148197574,-0.161414546
Population growth (annual %),SP.POP.GROW,West Bank and Gaza,PSE,2.555235698,2.55526757,2.555284566,2.555247556,2.555275892,2.555262373,2.555258675,2.55525196,2.751358802,2.667950749,2.597032218,2.525186831,2.46768715,2.40084832,2.344077211,2.290480058
Population growth (annual %),SP.POP.GROW,"Yemen, Rep.",YEM,2.842718999,2.883516135,2.889574977,2.89268329,2.881946827,2.861969216,2.84483564,2.834913307,2.824209878,2.811865495,2.795788046,2.779987563,2.757338894,2.71651973,2.654140956,2.578072024
Population growth (annual %),SP.POP.GROW,Zambia,ZMB,2.679438703,2.617613989,2.58051991,2.564827878,2.577369297,2.611388183,2.640770646,2.670264818,2.72641516,2.813365844,2.914662962,3.020290578,3.102770166,3.139812131,3.121304561,3.066874538
Population growth (annual %),SP.POP.GROW,Zimbabwe,ZWE,0.495761344,0.356533064,0.254424632,0.233400843,0.314038975,0.471328563,0.650310828,0.82282469,1.003658812,1.183792351,1.353892567,1.536390806,1.698000772,1.777644933,1.754692348,1.663812851
