"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","ODASECTOR","PROD","MLN_USD","A","2003",20.71,
"IRL","ODASECTOR","PROD","MLN_USD","A","2004",21.8,
"IRL","ODASECTOR","PROD","MLN_USD","A","2005",17.55,
"IRL","ODASECTOR","PROD","MLN_USD","A","2006",27.68,
"IRL","ODASECTOR","PROD","MLN_USD","A","2007",33.1,
"IRL","ODASECTOR","PROD","MLN_USD","A","2008",51.76,
"IRL","ODASECTOR","PROD","MLN_USD","A","2009",51.55,
"IRL","ODASECTOR","PROD","MLN_USD","A","2010",51.42,
"IRL","ODASECTOR","PROD","MLN_USD","A","2011",53.73,
"IRL","ODASECTOR","PROD","MLN_USD","A","2012",43.2,
"IRL","ODASECTOR","PROD","MLN_USD","A","2013",46.22,
"IRL","ODASECTOR","PROD","MLN_USD","A","2014",41.18,
"IRL","ODASECTOR","PROD","MLN_USD","A","2015",29.52,
"IRL","ODASECTOR","PROD","MLN_USD","A","2016",36.94,
"IRL","ODASECTOR","PROD","MLN_USD","A","2017",39.76,
"IRL","ODASECTOR","PROD","MLN_USD","A","2018",31.56,
"ITA","ODASECTOR","PROD","MLN_USD","A","2000",184.61,
"ITA","ODASECTOR","PROD","MLN_USD","A","2001",89.95,
"ITA","ODASECTOR","PROD","MLN_USD","A","2002",43.09,
"ITA","ODASECTOR","PROD","MLN_USD","A","2003",36.7,
"ITA","ODASECTOR","PROD","MLN_USD","A","2004",59.18,
"ITA","ODASECTOR","PROD","MLN_USD","A","2005",36.18,
"ITA","ODASECTOR","PROD","MLN_USD","A","2006",46.38,
"ITA","ODASECTOR","PROD","MLN_USD","A","2007",61,
"ITA","ODASECTOR","PROD","MLN_USD","A","2008",178.89,
"ITA","ODASECTOR","PROD","MLN_USD","A","2009",182,
"ITA","ODASECTOR","PROD","MLN_USD","A","2010",81.71,
"ITA","ODASECTOR","PROD","MLN_USD","A","2011",38.41,
"ITA","ODASECTOR","PROD","MLN_USD","A","2012",61.17,
"ITA","ODASECTOR","PROD","MLN_USD","A","2013",67.87,
"ITA","ODASECTOR","PROD","MLN_USD","A","2014",46.33,
"ITA","ODASECTOR","PROD","MLN_USD","A","2015",99.97,
"ITA","ODASECTOR","PROD","MLN_USD","A","2016",43,
"ITA","ODASECTOR","PROD","MLN_USD","A","2017",72.18,
"ITA","ODASECTOR","PROD","MLN_USD","A","2018",132.76,
"JPN","ODASECTOR","PROD","MLN_USD","A","2000",991.59,
"JPN","ODASECTOR","PROD","MLN_USD","A","2001",1658.91,
"JPN","ODASECTOR","PROD","MLN_USD","A","2002",1115.18,
"JPN","ODASECTOR","PROD","MLN_USD","A","2003",951.4,
"JPN","ODASECTOR","PROD","MLN_USD","A","2004",832.79,
"JPN","ODASECTOR","PROD","MLN_USD","A","2005",1260.52,
"JPN","ODASECTOR","PROD","MLN_USD","A","2006",1129.74,
"JPN","ODASECTOR","PROD","MLN_USD","A","2007",1308.17,
"JPN","ODASECTOR","PROD","MLN_USD","A","2008",2024.46,
"JPN","ODASECTOR","PROD","MLN_USD","A","2009",902.07,
"JPN","ODASECTOR","PROD","MLN_USD","A","2010",811.21,
"JPN","ODASECTOR","PROD","MLN_USD","A","2011",1051.47,
"JPN","ODASECTOR","PROD","MLN_USD","A","2012",1235.08,
"JPN","ODASECTOR","PROD","MLN_USD","A","2013",1235.13,
"JPN","ODASECTOR","PROD","MLN_USD","A","2014",1553.76,
"JPN","ODASECTOR","PROD","MLN_USD","A","2015",1546.91,
"JPN","ODASECTOR","PROD","MLN_USD","A","2016",884.3,
"JPN","ODASECTOR","PROD","MLN_USD","A","2017",2635.35,
"JPN","ODASECTOR","PROD","MLN_USD","A","2018",1431.61,
"KOR","ODASECTOR","PROD","MLN_USD","A","2000",7.67,
"KOR","ODASECTOR","PROD","MLN_USD","A","2001",8.29,
"KOR","ODASECTOR","PROD","MLN_USD","A","2002",10.67,
"KOR","ODASECTOR","PROD","MLN_USD","A","2003",52.44,
"KOR","ODASECTOR","PROD","MLN_USD","A","2004",24.06,
"KOR","ODASECTOR","PROD","MLN_USD","A","2005",56.93,
"KOR","ODASECTOR","PROD","MLN_USD","A","2006",35.32,
